Rank;Articles;PF;RM
744;https://api.istex.fr/document/7A70D2C5BBB5110714B6CBCD93E654C73C3D7A24/fulltext/pdf;  ; 
745;https://api.istex.fr/document/AE57A24B5E3F68202382F4DF1677AFD08DE26E48/fulltext/pdf;  ; 
746;https://api.istex.fr/document/44E68FF4ABC5933DE197EB2AE19D0972104C6165/fulltext/pdf;  ; 
747;https://api.istex.fr/document/439A3EF7FB12D0EA22C77562F451E1C2D7C9FB52/fulltext/pdf;  ; 
748;https://api.istex.fr/document/B118E35B02B6CCAE5D6094F2D17EBA573F585830/fulltext/pdf;  ; 
749;https://api.istex.fr/document/F8AF0FA1DB26E18F29A615926EC59FDB39D0F91B/fulltext/pdf;  ; 
750;https://api.istex.fr/document/789F902268639230FEB8D096D2DD68A80ABCCC4D/fulltext/pdf;  ; 
751;https://api.istex.fr/document/66BB43C3C0F446632B832FC94060A132D97DB0DB/fulltext/pdf;  ; 
752;https://api.istex.fr/document/255B6C2924827CA4221E15906CFC36EE7686E562/fulltext/pdf;  ; 
753;https://api.istex.fr/document/2FDDAD7C2AAE05C0C1AC4F2F2729ECE38F8A751E/fulltext/pdf;  ; 
754;https://api.istex.fr/document/208A2A60D600CF842786D55BA3DC100DBFCB9F30/fulltext/pdf;  ; 
755;https://api.istex.fr/document/2E0A0A9CD3B1C4BA24936537275189FE28B873B1/fulltext/pdf;  ; 
756;https://api.istex.fr/document/AAD502AF13609F9C429BEAFB4FA38ED2EF110176/fulltext/pdf;  ; 
757;https://api.istex.fr/document/224C731AD9C6A9E9757597F1FF3DDEFB92513AF0/fulltext/pdf;  ; 
758;https://api.istex.fr/document/C9CD437EEFC5C037B903E8F845B11112C3672252/fulltext/pdf;  ; 
759;https://api.istex.fr/document/138F7B739233F5FC4F25A7FADBAD4FE40E20499C/fulltext/pdf;  ; 
760;https://api.istex.fr/document/9CF1975843B43C42ED67836C9C41C9425E91ED37/fulltext/pdf;  ; 
761;https://api.istex.fr/document/83D1FA012A6237970E8B56E0F29DE2BAEB34B340/fulltext/pdf;  ; 
762;https://api.istex.fr/document/3E02F8B926D7238D5E104D8F65F988FC9FB63FE9/fulltext/pdf;  ; 
763;https://api.istex.fr/document/7A61EE110C5A546E703FACDB50A797E63799C0AC/fulltext/pdf;  ; 
764;https://api.istex.fr/document/AF6985C7A8EE65E23446583C57680AEB733EEB04/fulltext/pdf;  ; 
765;https://api.istex.fr/document/0E8D3B23904BE77EE01258B6046319414A8F0D27/fulltext/pdf;  ; 
766;https://api.istex.fr/document/3DE2631CE0DF941AB478F6EBD8F91B0C099B87F1/fulltext/pdf;  ; 
767;https://api.istex.fr/document/0E6329D62CA0D75954457ADFEB3EEFED7F8DAA1F/fulltext/pdf;  ; 
768;https://api.istex.fr/document/D707426E9470DE890FF2E03DE1FB4E6E05D4DAC5/fulltext/pdf;  ; 
769;https://api.istex.fr/document/B8A580543EDA84384DE51A052BF0924E9450BD08/fulltext/pdf;  ; 
770;https://api.istex.fr/document/27AFAEAA82C8DF2AA6A437CD54C13768C6A51F73/fulltext/pdf;  ; 
771;https://api.istex.fr/document/8D0736718614F1BC77CFDF3A8708E6D86FF71733/fulltext/pdf;  ; 
772;https://api.istex.fr/document/5B9370F9AE82D7D9A5F6978692FFF5D3C6E8DC8B/fulltext/pdf;  ; 
773;https://api.istex.fr/document/BB01088EF68F8A72D795BC7843233FAF1B890FDC/fulltext/pdf;  ; 
774;https://api.istex.fr/document/9E898B3C828BB0DFBE468FB52BAD75B079745E54/fulltext/pdf;  ; 
775;https://api.istex.fr/document/437290F9C96AD57415A6E0942E3618B443B380EA/fulltext/pdf;  ; 
776;https://api.istex.fr/document/A39E792C9F9491B4B72D2A51DECD4BC1F1948CF2/fulltext/pdf;  ; 
777;https://api.istex.fr/document/008030EC20C3E50827E2DBA4473DB07130B3A189/fulltext/pdf;  ; 
778;https://api.istex.fr/document/33469D079104D89C3A1475909E5129AED4F3D4EF/fulltext/pdf;  ; 
779;https://api.istex.fr/document/CC2C69F4401EE62A621E1C7AAE298812751B0766/fulltext/pdf;  ; 
780;https://api.istex.fr/document/CA3CDE965B4B4F3D72548585DE8CF42FC5355D17/fulltext/pdf;  ; 
781;https://api.istex.fr/document/E9B1E9A44C8CE9F23FD801D1C825DF48C361AB2C/fulltext/pdf;  ; 
782;https://api.istex.fr/document/EA93AE9FA735B08A81923E0088C75E1643725540/fulltext/pdf;  ; 
783;https://api.istex.fr/document/18FDAA86923E3C5C716B5F169FF9211A8C4FFDA5/fulltext/pdf;  ; 
784;https://api.istex.fr/document/F00A7D09DD35CED0F8C34D290BCF6DC68741E31B/fulltext/pdf;  ; 
785;https://api.istex.fr/document/0EF1DC168EFA0AF350CFC5EBC079340B2E0093BA/fulltext/pdf;  ; 
786;https://api.istex.fr/document/1D83284967795B5C3FCAA4E69611DF627B47EC91/fulltext/pdf;  ; 
787;https://api.istex.fr/document/5A3EE0F1BF0E78379D9A94FB27BA30962A9A7631/fulltext/pdf;  ; 
788;https://api.istex.fr/document/51485AD019F0850A444D0F55F44020B69C43C19E/fulltext/pdf;  ; 
789;https://api.istex.fr/document/A35B681DF6D50197A5F4FA8CC3019E47267EBC8C/fulltext/pdf;  ; 
790;https://api.istex.fr/document/CE7104D2151B91952304CF8F311C24F24801A493/fulltext/pdf;  ; 
791;https://api.istex.fr/document/465C401593695180A98D70638E9BB012C3EBD7FA/fulltext/pdf;  ; 
792;https://api.istex.fr/document/C15E1823015AB480DA5210471F9D63D29AF4EC0B/fulltext/pdf;  ; 
793;https://api.istex.fr/document/6231ED2502D953EAA3428D3E4DD93CF1191EE4E4/fulltext/pdf;  ; 
794;https://api.istex.fr/document/52070104206F78F3F9B5998729A7E504A9931422/fulltext/pdf;  ; 
795;https://api.istex.fr/document/8D293E47DED9087E1580BDF7077B9C58580F5BF8/fulltext/pdf;  ; 
796;https://api.istex.fr/document/6EA00F60A6C6D08EBCE57EB09AA90C7AF0EA4FD7/fulltext/pdf;  ; 
797;https://api.istex.fr/document/686C958E5606BE0AE8F8E1390DD42861D1028AD1/fulltext/pdf;  ; 
798;https://api.istex.fr/document/FBB3517CA8E62AB2C20084EA26BE65EA4F1703C5/fulltext/pdf;  ; 
799;https://api.istex.fr/document/F211F75E4414A6321A7792522A5CC90F86B25967/fulltext/pdf;  ; 
800;https://api.istex.fr/document/9AD1899B3D476C112FD372F0A165763A41946E43/fulltext/pdf;  ; 
801;https://api.istex.fr/document/94B59218138188F6C53BB445C1FC36EE26B9A333/fulltext/pdf;  ; 
802;https://api.istex.fr/document/8FABE9A6D14FD251620F7D883AB4236476192198/fulltext/pdf;  ; 
803;https://api.istex.fr/document/0BEB8691BE27C15DB1E9F47B5544247F9971E28D/fulltext/pdf;  ; 
804;https://api.istex.fr/document/6ED62A7DBC8FDDC40F93BF5A8AF909BF58FB5AAE/fulltext/pdf;  ; 
805;https://api.istex.fr/document/90EFF9F7260E1CBD35F40AF83C6F0CFBA601EBE4/fulltext/pdf;  ; 
806;https://api.istex.fr/document/05FF99117E639E15BC4F20BCB0E2D77848807796/fulltext/pdf;  ; 
807;https://api.istex.fr/document/B9807EDB7429F9B5A1B4C66CD60859542D54B64B/fulltext/pdf;  ; 
808;https://api.istex.fr/document/218F8B599786B3A7C4C14F79FEF43554F56EDCC4/fulltext/pdf;  ; 
809;https://api.istex.fr/document/121D4A9A25D109E99FE3BEAE6C47739CB5F260AF/fulltext/pdf;  ; 
810;https://api.istex.fr/document/4CA19FFEB35136330C97E9CC9DB56AC8B3472D71/fulltext/pdf;  ; 
811;https://api.istex.fr/document/7A350ADBA6F54F743431B05F2596B800FE9BC443/fulltext/pdf;  ; 
812;https://api.istex.fr/document/A46A17113B925F0E89969C0D112CD849E662E2EA/fulltext/pdf;  ; 
813;https://api.istex.fr/document/59D774DAA46B480F97E84A512F409A7F56C4B767/fulltext/pdf;  ; 
814;https://api.istex.fr/document/42C486FFDE024546783A37EAC1D6F2172DFD9BD9/fulltext/pdf;  ; 
815;https://api.istex.fr/document/0F6038E719258DA7F57012B3100390A13B8A8A70/fulltext/pdf;  ; 
816;https://api.istex.fr/document/0C3861F355D276C02F4050008DA86CECED9EA03A/fulltext/pdf;  ; 
817;https://api.istex.fr/document/4A5B690081B4E3BE7E5A04FBFE2D7126B8EDD174/fulltext/pdf;  ; 
818;https://api.istex.fr/document/7120DB13C4A52AAB460C00E1B5CBE431EC10953A/fulltext/pdf;  ; 
819;https://api.istex.fr/document/6608ABDB2F794C0E1C9EBC7598ED020F908D2058/fulltext/pdf;  ; 
820;https://api.istex.fr/document/CBB7100555BD66B1D2A21C34E9404CF786DE3D22/fulltext/pdf;  ; 
821;https://api.istex.fr/document/750E9DD4D9E9C9A2F3D12340F36B35D443737D34/fulltext/pdf;  ; 
822;https://api.istex.fr/document/4D625EEA7E653CD4D4B5538289FE9D8ECA653A72/fulltext/pdf;  ; 
823;https://api.istex.fr/document/90DD7028638FEA9E07370E91BF1025DBC52C7087/fulltext/pdf;  ; 
824;https://api.istex.fr/document/5387195EA0EA12777CA461C4BD652E386252A2AE/fulltext/pdf;  ; 
825;https://api.istex.fr/document/80788D3BEC3EDD4985DF8448C1546B5ADC714393/fulltext/pdf;  ; 
826;https://api.istex.fr/document/CFC558DF7C106EE7BCDB5AB7C435D6DB4A8837E6/fulltext/pdf;  ; 
827;https://api.istex.fr/document/5A3B690C369082F7F3275E7037FA00892CA1A3E6/fulltext/pdf;  ; 
828;https://api.istex.fr/document/17F5D9F1452E1A9957F81F553C39F482AF4405E8/fulltext/pdf;  ; 
829;https://api.istex.fr/document/77A8207B60C881731821463C8824EF7EB0D313E7/fulltext/pdf;  ; 
830;https://api.istex.fr/document/B763D17686D0D1DF50591C14BA3C118ED0EFEBE6/fulltext/pdf;  ; 
831;https://api.istex.fr/document/AA2C8A7B8C7553392B6B8D772FB0CE2440E70A4D/fulltext/pdf;  ; 
832;https://api.istex.fr/document/8591F5E174D33FFF8C8A237D75E6CFD09744529B/fulltext/pdf;  ; 
833;https://api.istex.fr/document/48A1D3E53EBB0B4A38E6D27397E04FC981FF5469/fulltext/pdf;  ; 
834;https://api.istex.fr/document/DAD1B70A20BEF3EC9A741D74F92FE189ED2E7B91/fulltext/pdf;  ; 
835;https://api.istex.fr/document/AC5F2CC632763EECDBEBAD502D6EBD4743E096A3/fulltext/pdf;  ; 
836;https://api.istex.fr/document/DA51914EA6CDFA653116B772C4B28AA81D182895/fulltext/pdf;  ; 
837;https://api.istex.fr/document/43DF2D9A45C318C44C8B17E9FA0B96B406A7699A/fulltext/pdf;  ; 
838;https://api.istex.fr/document/AFDCF4CEFCC66625547702E3830B97574ED99E6A/fulltext/pdf;  ; 
839;https://api.istex.fr/document/082280E1BEE001B1114B1159593D7455E5A9B091/fulltext/pdf;  ; 
840;https://api.istex.fr/document/48D56291197DD802B3CBA6B025BBEC3E93C275C5/fulltext/pdf;  ; 
841;https://api.istex.fr/document/7DD56F22667221B391748353832299DDE13DC36C/fulltext/pdf;  ; 
842;https://api.istex.fr/document/D385BB083F21D4D7603E2E525328DD480F0C348B/fulltext/pdf;  ; 
843;https://api.istex.fr/document/4C450160EA0E25C9D20469149BD18F397A02BE04/fulltext/pdf;  ; 
844;https://api.istex.fr/document/09C8B683DF637BD8EFFB64AF3EFD4862EF499906/fulltext/pdf;  ; 
845;https://api.istex.fr/document/DC85C115E1F7656DB1F6004072679B893DE90605/fulltext/pdf;  ; 
846;https://api.istex.fr/document/0C580DDB218C25850ED79B7A51F826736A4E104C/fulltext/pdf;  ; 
847;https://api.istex.fr/document/AAC7DBC599265F6531BF2271F50BD0B8D25F1CD3/fulltext/pdf;  ; 
848;https://api.istex.fr/document/412B973C0C334EA794E4944E54EEAD428E31D4CE/fulltext/pdf;  ; 
849;https://api.istex.fr/document/9DA9836F065C5614D9CC1A1942B514294F14C0FF/fulltext/pdf;  ; 
850;https://api.istex.fr/document/F1138A2FF2EED0C7BC534D8FD2D97ACFED67714B/fulltext/pdf;  ; 
851;https://api.istex.fr/document/64380259D82AB564EF2E11A552ADA86BA0CB2BF2/fulltext/pdf;  ; 
852;https://api.istex.fr/document/6C1E67101844AEBFC42D8C6D73EA3577C5AAACF8/fulltext/pdf;  ; 
853;https://api.istex.fr/document/1F0D64081DE0F4A3D837B9FA09E6681AED8E025F/fulltext/pdf;  ; 
854;https://api.istex.fr/document/EF6F50EF8DAA2F961DD0F152D2BED5ECCE3C74A2/fulltext/pdf;  ; 
855;https://api.istex.fr/document/09924E7C44A54F90178AA8EC7686BCB080C2CAE7/fulltext/pdf;  ; 
856;https://api.istex.fr/document/C96DD4A7C587A5D55E4A89CFBD27C72F47F6C0B8/fulltext/pdf;  ; 
857;https://api.istex.fr/document/B02408924069BDEFA84A740DE52101CD76E8957A/fulltext/pdf;  ; 
858;https://api.istex.fr/document/DBD42EF3EDF858DDD90571A50B0C4FA54D393E51/fulltext/pdf;  ; 
859;https://api.istex.fr/document/EF4F2E5AE99071B169E0AD94B3EE094F0160D532/fulltext/pdf;  ; 
860;https://api.istex.fr/document/3ABD25F826177240B71CD6EE87ECDA44DE5E3E9C/fulltext/pdf;  ; 
861;https://api.istex.fr/document/5E00BE86B0D756DB2D8257F5AE14F674D14C3732/fulltext/pdf;  ; 
862;https://api.istex.fr/document/F4C38AAFB0CC63E2E6F8C92D6AF52C62462DEAF8/fulltext/pdf;  ; 
863;https://api.istex.fr/document/FA9E3D7C12E4B287FFF9B0234A31684F1C9756D7/fulltext/pdf;  ; 
864;https://api.istex.fr/document/5C50D1A41E08BB77023A718D6AD85E6BA5E0742E/fulltext/pdf;  ; 
865;https://api.istex.fr/document/34AFAE2B5393FB85C85AF700DE8BBFDE966154A4/fulltext/pdf;  ; 
866;https://api.istex.fr/document/8DD136B453F30AB09684604A318CF4999F402041/fulltext/pdf;  ; 
867;https://api.istex.fr/document/08A8728F66C08E5AA2087CEF0CEF7EB968CE9879/fulltext/pdf;  ; 
868;https://api.istex.fr/document/32AE3608220EACB4D1AD63A1555F2FE6A79344C2/fulltext/pdf;  ; 
869;https://api.istex.fr/document/10990980052A20D9CC9E65E30A44D0E12FD9942E/fulltext/pdf;  ; 
870;https://api.istex.fr/document/FA891CE216D5595C204A25FCEFAE0DDD912568B7/fulltext/pdf;  ; 
871;https://api.istex.fr/document/70A3034A4B676192DBBE3FCC4B0ADEB57DAFC629/fulltext/pdf;  ; 
872;https://api.istex.fr/document/6370DB6CF8342E64B0AB6E29B562F6D0FFA5FD29/fulltext/pdf;  ; 
873;https://api.istex.fr/document/DFAC1166CB786772413D6E68FE78ED7F5D92FC3B/fulltext/pdf;  ; 
874;https://api.istex.fr/document/48FDC91F71C88353F095BC6F9DF916835050047A/fulltext/pdf;  ; 
875;https://api.istex.fr/document/7AE0F394BD7883997F74D85569FA414D416D03DC/fulltext/pdf;  ; 
876;https://api.istex.fr/document/B2FB9B47F4DA19E31E2E1C36354E78F390568788/fulltext/pdf;  ; 
877;https://api.istex.fr/document/3D6322F79C6A9B65BD4745635C021CFBFADB16B2/fulltext/pdf;  ; 
878;https://api.istex.fr/document/D15733BFF6B62F684EAF48B6BF1359CEA162F293/fulltext/pdf;  ; 
879;https://api.istex.fr/document/0EBBF518213D4E24CE3FAF220C00BB7E02D57C18/fulltext/pdf;  ; 
880;https://api.istex.fr/document/7BCA38096979C1EE966B6F6D6D38D26533E45239/fulltext/pdf;  ; 
881;https://api.istex.fr/document/F74186DB3082B25E549005D80DB85069DAB5B0D7/fulltext/pdf;  ; 
882;https://api.istex.fr/document/2905CC470AE6E263053372E14C6CC1A820BDB3C3/fulltext/pdf;  ; 
883;https://api.istex.fr/document/E8ADE6D1E9FB72DF235B6AAF702CA46625419CAD/fulltext/pdf;  ; 
884;https://api.istex.fr/document/1F303C54FE0A5AFE5748C21615F8EBB812A7F909/fulltext/pdf;  ; 
885;https://api.istex.fr/document/CD989FA080B219841B48548F587D9F4449DA1829/fulltext/pdf;  ; 
886;https://api.istex.fr/document/95A1D5F1EA4B72926A23859119531B27CDA0B667/fulltext/pdf;  ; 
887;https://api.istex.fr/document/27B6084C9E337B69403EB848B0DEBE77DA4FCBB9/fulltext/pdf;  ; 
888;https://api.istex.fr/document/31E615AEEDE201FABAF77522BB9C6979158B4837/fulltext/pdf;  ; 
889;https://api.istex.fr/document/F26185921FB215A15C55F22B4BBFB746999A820A/fulltext/pdf;  ; 
890;https://api.istex.fr/document/C8FEC5BFCD335AA9D09A175024B57E5567193EE5/fulltext/pdf;  ; 
891;https://api.istex.fr/document/632B409F8C124A1AE46D66626BFBA4F5A81DDE4C/fulltext/pdf;  ; 
892;https://api.istex.fr/document/AD8000AD83DAC8B128F072E224C959836EF58EBC/fulltext/pdf;  ; 
893;https://api.istex.fr/document/D69CBFB4706994D948CFCC10E260113107AFE217/fulltext/pdf;  ; 
894;https://api.istex.fr/document/702B2699CAB90FEB735514D0A46194CAB93DA471/fulltext/pdf;  ; 
895;https://api.istex.fr/document/E30737C205D52EFAEE8572EE4EA3E241812E4AEE/fulltext/pdf;  ; 
896;https://api.istex.fr/document/7D2DAC95911AA2849B55B77CCAF9C2649BB7EA3B/fulltext/pdf;  ; 
897;https://api.istex.fr/document/0B160E385BFB1BF9AFB7B2E9EFC39E1661E58F77/fulltext/pdf;  ; 
898;https://api.istex.fr/document/E7AD50129FA10238A256800C6C23844F778F1648/fulltext/pdf;  ; 
899;https://api.istex.fr/document/44020AA459457DF0736EF9CA9AFD6DBC8032D350/fulltext/pdf;  ; 
900;https://api.istex.fr/document/AB0338782410CA26A06FD41EA5A716952BD97263/fulltext/pdf;  ; 
901;https://api.istex.fr/document/CB0AC8E50F4B8C35FEA1CA8DF4199C54C2786C20/fulltext/pdf;  ; 
902;https://api.istex.fr/document/FBC438390BF2C9E8F4B9E491238DD4B774A294FB/fulltext/pdf;  ; 
903;https://api.istex.fr/document/8FCA65B1CBCED5725AA0D6B127E15CDCFEFA2CED/fulltext/pdf;  ; 
904;https://api.istex.fr/document/142547A0585C36E527D5A82F5D767BC9E595E280/fulltext/pdf;  ; 
905;https://api.istex.fr/document/61D824D6428B5E1071B4990730A4C43FD5C28A81/fulltext/pdf;  ; 
906;https://api.istex.fr/document/D98BB1E7B59633410EFE21D9307A7ECB126D8AF1/fulltext/pdf;  ; 
907;https://api.istex.fr/document/2AD2FF88BE0FC60F938055FF88CAB5D3939E3E96/fulltext/pdf;  ; 
908;https://api.istex.fr/document/81571875B8CBA2D75E81394366F67B6629000417/fulltext/pdf;  ; 
909;https://api.istex.fr/document/9C42D27961B7BB42E27394F86AEE14A6A8EF3F31/fulltext/pdf;  ; 
910;https://api.istex.fr/document/AD7C001309696B38FD02FF3CA04BFDAF7EBBD0A5/fulltext/pdf;  ; 
911;https://api.istex.fr/document/0141A5EC8D36D90A25FE84564F36FF659A6B52AA/fulltext/pdf;  ; 
912;https://api.istex.fr/document/CAEEBA48525DBC17F67FC5801FE5D98E759AB4E7/fulltext/pdf;  ; 
913;https://api.istex.fr/document/64A7F0F7704373A3D50877E3914636F298026C38/fulltext/pdf;  ; 
914;https://api.istex.fr/document/C3B23520E9A4C6F3FA4A13C40293106D444CF5D3/fulltext/pdf;  ; 
915;https://api.istex.fr/document/9665417DE048AE02DAB761131BE0A6E66AED1975/fulltext/pdf;  ; 
916;https://api.istex.fr/document/41040DC4CDF18D1C5615B043AA8D49A40FB15C90/fulltext/pdf;  ; 
917;https://api.istex.fr/document/5DC492801C048A76EB2E847A25C73A026A5E2078/fulltext/pdf;  ; 
918;https://api.istex.fr/document/9DAEEAC49839B5D304637629D3CDD9DEE82F8745/fulltext/pdf;0.5;0
919;https://api.istex.fr/document/FCFA1EB3F60A56F8988794A039D1793DBA6F1947/fulltext/pdf;  ; 
920;https://api.istex.fr/document/F3BE0E2C5C456CDDD61711335F86E92D0328DEBC/fulltext/pdf;  ; 
921;https://api.istex.fr/document/2BF20981DDFEB50F14DEE2B8AA20E3BA44EBEE9C/fulltext/pdf;  ; 
922;https://api.istex.fr/document/44FEABA3DFBD58EF348C399B0E40F14BDB2C44E0/fulltext/pdf;  ; 
923;https://api.istex.fr/document/D79BA3EA64D4C6A77235F4EA76E214E72E0A0F3E/fulltext/pdf;  ; 
924;https://api.istex.fr/document/4F090173D6D6E0A243B9B7442FB1A8B1B6D72FF9/fulltext/pdf;  ; 
925;https://api.istex.fr/document/A3B0686E13F75AE62D29B36B4EB99B5642A924D0/fulltext/pdf;  ; 
926;https://api.istex.fr/document/760A227583274177A7B505AF2B1EF6E9882E3B63/fulltext/pdf;  ; 
927;https://api.istex.fr/document/BE9C278B28405692EF53ADD91AA733B005E66CA0/fulltext/pdf;  ; 
928;https://api.istex.fr/document/23A1033D974439AB261A2337265FCB89662992ED/fulltext/pdf;  ; 
929;https://api.istex.fr/document/AA1852202B51F0E1486C047D7963814C96ABFCA2/fulltext/pdf;0.5;0
930;https://api.istex.fr/document/EF2BFABAB5507F884880DCE57BF727A98FBD8739/fulltext/pdf;  ; 
931;https://api.istex.fr/document/982BC8DF50D31C7B24F42105E0750355BE8FAA57/fulltext/pdf;  ; 
932;https://api.istex.fr/document/76B3625AEF92D21157C9451DB7DEAB0B3AFF3272/fulltext/pdf;0.5;0.5
933;https://api.istex.fr/document/DD46A344C810596CD7163BA2E017DA634AB1ED83/fulltext/pdf;  ; 
934;https://api.istex.fr/document/FFB6E704EF0790F6E1297EF181C0F12933ED15A0/fulltext/pdf;  ; 
935;https://api.istex.fr/document/293E1D1D4F1BE42AA5071706629DA0DC6190715F/fulltext/pdf;  ; 
936;https://api.istex.fr/document/C00EF858E323F339D1C96CF00C57B4DE5915FF33/fulltext/pdf;  ; 
937;https://api.istex.fr/document/A244DFE8709471C991DFD9DCD5CF1427CF3FCED5/fulltext/pdf;  ; 
938;https://api.istex.fr/document/2FE4827A9CF6D5BC443F418DAB04355892714257/fulltext/pdf;0.5;0.5
939;https://api.istex.fr/document/F377B9DB56075283B80AAA3CCBBF516A82CDE346/fulltext/pdf;  ; 
940;https://api.istex.fr/document/CEEF381BD8DF003F78F4982939778E25E88DEAEF/fulltext/pdf;  ; 
941;https://api.istex.fr/document/B399E5311364AE1E908CE8CA9F57CA4AC293E73F/fulltext/pdf;  ; 
942;https://api.istex.fr/document/8B3F1CD8C2E36B8E277C321AEF5FE021BC294DB4/fulltext/pdf;  ; 
943;https://api.istex.fr/document/C7A8C83C4B76C7E245F2A8F68F69AE0A4920B52C/fulltext/pdf;  ; 
944;https://api.istex.fr/document/EDDFA8C022287445D1096CF40A520EDD5E4EE957/fulltext/pdf;  ; 
945;https://api.istex.fr/document/A991C2DEAF3F96CFB1CBD251674C6AACE97930C9/fulltext/pdf;  ; 
946;https://api.istex.fr/document/1286315FC1C917C46A53916144508339C9BE4060/fulltext/pdf;0;0.5
947;https://api.istex.fr/document/BE789176B0953AFF6A427483CB21F25DDDBE8EE6/fulltext/pdf;  ; 
948;https://api.istex.fr/document/3CF4E24454787940695660324FE1B3F4E27C1779/fulltext/pdf;  ; 
949;https://api.istex.fr/document/23734B1B26C772CD913F11FF993EE53A3C9039C2/fulltext/pdf;  ; 
950;https://api.istex.fr/document/58B069921C2736A3110836D4713CDC7BFA25FB9F/fulltext/pdf;  ; 
951;https://api.istex.fr/document/18B0C3FC2198CC3518777CC0D0145FAD78FDBFF9/fulltext/pdf;  ; 
952;https://api.istex.fr/document/6E0B8965FF89A1EE854AE189EAB80B5E549D68B0/fulltext/pdf;  ; 
953;https://api.istex.fr/document/9689A8B3DFF11621F287698FD5F078CF0F756FB0/fulltext/pdf;  ; 
954;https://api.istex.fr/document/D28DF5822671AF1F1801C97FA7A83322629EE275/fulltext/pdf;  ; 
955;https://api.istex.fr/document/643A0374042130DE516E263DA61D79EEF84BA3E4/fulltext/pdf;  ; 
956;https://api.istex.fr/document/3C76483EF7CAB3AE9EF82DAA324C36600859C993/fulltext/pdf;  ; 
957;https://api.istex.fr/document/9125E8F247723FAFAF4AC3A2F1A0C8428F897DDB/fulltext/pdf;  ; 
958;https://api.istex.fr/document/A5B68CE9E9F32A373B32EF6161376D6C3F357DFC/fulltext/pdf;  ; 
959;https://api.istex.fr/document/E05A410CA92D7BE6824CB262A5CA2292AE131FA4/fulltext/pdf;  ; 
